Applicant_ID,Gender,Age,Marital_Status,Housing_Type,Education_Level,Income_Type,Annual_Income,Employment_Duration,Family_Members,Existing_Loans,Credit_Inquiries,Past_Due_Records,Approval_Status
ACC-10832,Female,45,Married,Own House,Higher Education,State Servant,47800.0,4.4,1,0,1,0,1
ACC-10833,Female,65,Single,Own House,Secondary / Secondary Special,Working,42400.0,11.1,4,1,0,1,1
ACC-10834,Female,48,Civil Union,Own House,Secondary / Secondary Special,Commercial Associate,83000.0,19.5,1,1,1,3,0
ACC-10835,Female,21,Married,Own House,Secondary / Secondary Special,Working,95900.0,0.9,4,0,2,0,1
ACC-10836,Male,65,Married,Own House,Secondary / Secondary Special,Commercial Associate,102000.0,11.1,2,1,0,0,1
ACC-10837,Female,24,Single,Own House,Incomplete Higher,Commercial Associate,113000.0,1.4,2,0,1,4,0
ACC-10838,Male,27,Single,Own House,Secondary / Secondary Special,Pensioner,49600.0,2.5,2,0,1,0,0
ACC-10839,Male,29,Married,Own House,Higher Education,Working,85400.0,5.6,5,2,0,2,0
ACC-10840,Female,56,Civil Union,Rented Apartment,Higher Education,Working,108600.0,6.6,2,1,2,0,1
ACC-10841,Male,39,Single,Own House,Higher Education,Working,70200.0,2.4,2,1,0,0,1
ACC-10842,Female,21,Civil Union,Own House,Secondary / Secondary Special,Working,43500.0,0.8,5,1,0,0,1
ACC-10843,Male,30,Single,Own House,Higher Education,Commercial Associate,79600.0,7.9,4,0,1,1,1
ACC-10844,Female,56,Married,Own House,Secondary / Secondary Special,Pensioner,69000.0,18.3,2,1,2,2,1
ACC-10845,Female,29,Married,Own House,Higher Education,Working,71600.0,3.6,5,1,4,0,0
ACC-10846,Female,65,Married,Own House,Secondary / Secondary Special,Working,87000.0,19.7,3,1,0,0,1
ACC-10847,Male,62,Civil Union,Own House,Secondary / Secondary Special,Working,68300.0,16.6,1,3,1,0,1
ACC-10848,Female,52,Single,Rented Apartment,Secondary / Secondary Special,Working,89200.0,30.7,2,3,0,0,1
ACC-10849,Male,52,Single,Rented Apartment,Higher Education,Working,65700.0,24.7,2,1,2,0,1
ACC-10850,Female,26,Married,Rented Apartment,Secondary / Secondary Special,Working,51200.0,1.6,2,2,1,0,0
ACC-10851,Male,58,Married,Rented Apartment,Secondary / Secondary Special,Commercial Associate,90000.0,14.9,3,1,2,0,1
ACC-10852,Female,37,Single,Rented Apartment,Secondary / Secondary Special,Working,55500.0,9.5,2,1,0,0,1
ACC-10853,Male,30,Married,Own House,Higher Education,Commercial Associate,50100.0,6.3,1,0,3,0,1
ACC-10854,Female,47,Married,Own House,Higher Education,State Servant,59800.0,12.9,4,1,1,0,1
ACC-10855,Female,55,Single,Own House,Secondary / Secondary Special,Working,40500.0,28.4,2,3,4,0,1
ACC-10856,Female,41,Married,Own House,Higher Education,Commercial Associate,82100.0,16.2,5,2,0,2,1
ACC-10857,Female,45,Married,Rented Apartment,Secondary / Secondary Special,Commercial Associate,95000.0,12.9,5,2,1,0,1
ACC-10858,Male,48,Married,Own House,Secondary / Secondary Special,Commercial Associate,87400.0,24.0,4,0,2,0,1
ACC-10859,Female,35,Married,Own House,Higher Education,Working,93600.0,11.4,3,0,1,0,1
ACC-10860,Male,24,Separated,Own House,Secondary / Secondary Special,Working,109200.0,3.2,1,0,0,2,0
ACC-10861,Female,49,Married,Own House,Secondary / Secondary Special,State Servant,90900.0,27.8,2,0,5,0,1
ACC-10862,Female,29,Married,Rented Apartment,Secondary / Secondary Special,Commercial Associate,97600.0,2.8,1,1,0,0,1
ACC-10863,Female,47,Married,With Parents,Secondary / Secondary Special,Working,32100.0,7.6,2,0,0,2,0
ACC-10864,Female,46,Single,Own House,Secondary / Secondary Special,Working,66300.0,23.2,2,1,1,0,1
ACC-10865,Male,39,Married,Rented Apartment,Secondary / Secondary Special,Working,71600.0,14.8,1,1,1,0,1
ACC-10866,Female,48,Married,Own House,Secondary / Secondary Special,Working,55900.0,26.0,5,0,2,0,1
ACC-10867,Female,37,Married,With Parents,Secondary / Secondary Special,Commercial Associate,117500.0,1.5,4,0,1,1,1
ACC-10868,Male,63,Married,Own House,Secondary / Secondary Special,Working,66100.0,27.2,2,2,1,0,1
ACC-10869,Male,61,Married,Own House,Secondary / Secondary Special,Working,38000.0,6.4,2,0,1,0,1
ACC-10870,Female,62,Single,Own House,Secondary / Secondary Special,Commercial Associate,58100.0,21.4,2,0,1,0,1
ACC-10871,Female,40,Civil Union,Rented Apartment,Higher Education,Working,140200.0,3.5,4,2,3,0,1
ACC-10872,Male,65,Married,Municipal Housing,Secondary / Secondary Special,Commercial Associate,70800.0,6.2,3,4,3,3,0
ACC-10873,Female,60,Married,Own House,Higher Education,Commercial Associate,59300.0,1.0,2,1,1,0,1
ACC-10874,Female,59,Civil Union,Own House,Higher Education,Working,76800.0,24.8,2,0,0,0,1
ACC-10875,Female,43,Married,With Parents,Higher Education,Commercial Associate,64800.0,8.6,2,0,3,3,0
ACC-10876,Male,52,Single,Own House,Secondary / Secondary Special,Commercial Associate,100200.0,3.8,5,4,0,0,1
ACC-10877,Male,53,Married,Own House,Secondary / Secondary Special,Working,22000.0,11.0,1,2,0,0,1
ACC-10878,Female,25,Civil Union,Own House,Secondary / Secondary Special,Working,34200.0,1.3,1,1,0,0,1
ACC-10879,Female,63,Single,Own House,Higher Education,Commercial Associate,105100.0,40.5,4,0,0,0,1
ACC-10880,Female,54,Separated,Rented Apartment,Secondary / Secondary Special,Pensioner,69400.0,11.2,4,0,2,0,1
ACC-10881,Male,60,Single,Rented Apartment,Higher Education,Commercial Associate,103500.0,13.7,4,0,1,0,1
ACC-10882,Female,31,Married,Own House,Higher Education,Working,62300.0,9.3,2,1,4,0,1
ACC-10883,Female,23,Civil Union,Own House,Secondary / Secondary Special,Commercial Associate,84000.0,2.1,3,0,0,0,1
ACC-10884,Male,53,Married,Rented Apartment,Secondary / Secondary Special,Working,54700.0,23.6,2,4,1,0,1
ACC-10885,Female,31,Married,Own House,Higher Education,Commercial Associate,129900.0,7.2,1,0,5,0,1
ACC-10886,Male,36,Single,With Parents,Secondary / Secondary Special,Commercial Associate,98800.0,15.2,2,1,2,0,1
ACC-10887,Female,38,Single,Own House,Secondary / Secondary Special,Working,53200.0,4.1,1,0,2,0,1
ACC-10888,Female,50,Civil Union,Own House,Higher Education,State Servant,107200.0,29.7,2,1,0,0,1
ACC-10889,Female,30,Married,With Parents,Secondary / Secondary Special,Commercial Associate,86000.0,8.4,4,0,2,3,0
ACC-10890,Male,38,Single,Rented Apartment,Incomplete Higher,Commercial Associate,110100.0,10.8,2,2,0,2,1
ACC-10891,Male,58,Single,Own House,Higher Education,Working,106200.0,25.3,4,1,1,0,1
ACC-10892,Male,39,Married,Rented Apartment,Higher Education,State Servant,102000.0,12.5,2,0,1,4,0
ACC-10893,Female,56,Married,Own House,Secondary / Secondary Special,Pensioner,74200.0,2.6,2,2,1,4,0
ACC-10894,Male,33,Married,Own House,Secondary / Secondary Special,Working,65300.0,3.2,2,1,2,0,0
ACC-10895,Female,23,Married,Municipal Housing,Secondary / Secondary Special,Working,48000.0,2.9,3,3,2,0,0
ACC-10896,Female,30,Separated,Rented Apartment,Secondary / Secondary Special,Working,69400.0,5.6,2,3,0,3,0
ACC-10897,Male,58,Single,Own House,Secondary / Secondary Special,Commercial Associate,72200.0,14.7,4,3,1,0,1
ACC-10898,Female,21,Single,Own House,Secondary / Secondary Special,Commercial Associate,93300.0,0.9,1,0,2,0,1
ACC-10899,Female,47,Separated,Own House,Secondary / Secondary Special,Working,66400.0,14.4,4,0,0,0,1
ACC-10900,Female,28,Married,Own House,Secondary / Secondary Special,State Servant,73900.0,0.6,1,4,0,0,0
ACC-10901,Female,62,Single,Own House,Higher Education,Working,63500.0,31.1,4,1,0,0,1
ACC-10902,Female,37,Married,Rented Apartment,Secondary / Secondary Special,State Servant,76200.0,12.6,2,0,1,0,1
ACC-10903,Male,29,Civil Union,Own House,Secondary / Secondary Special,Working,36700.0,1.9,3,2,5,0,0
ACC-10904,Female,26,Married,Rented Apartment,Higher Education,Working,111200.0,5.8,3,0,0,0,1
ACC-10905,Male,63,Separated,Own House,Incomplete Higher,Working,86200.0,10.0,1,1,1,2,0
ACC-10906,Male,45,Married,Own House,Secondary / Secondary Special,Working,72700.0,11.7,4,2,2,0,1
ACC-10907,Female,59,Married,Own House,Secondary / Secondary Special,Commercial Associate,86800.0,4.9,1,2,0,0,1
ACC-10908,Female,48,Single,Own House,Secondary / Secondary Special,Commercial Associate,75100.0,17.1,1,0,3,0,1
ACC-10909,Female,53,Married,Own House,Higher Education,Working,76700.0,12.7,3,1,1,0,1
ACC-10910,Male,57,Single,Municipal Housing,Higher Education,Working,89700.0,13.4,1,1,3,4,0
ACC-10911,Female,29,Married,Own House,Higher Education,Working,133600.0,7.5,1,1,0,0,1
ACC-10912,Male,38,Single,With Parents,Secondary / Secondary Special,Commercial Associate,85000.0,0.7,2,0,0,0,1
ACC-10913,Female,41,Married,Own House,Secondary / Secondary Special,Commercial Associate,50400.0,16.9,3,1,0,0,1
ACC-10914,Male,22,Married,Municipal Housing,Secondary / Secondary Special,Working,27400.0,1.4,1,1,0,0,0
ACC-10915,Female,63,Married,Own House,Higher Education,Commercial Associate,73400.0,42.4,2,1,3,0,1
ACC-10916,Female,58,Married,With Parents,Higher Education,Working,81700.0,22.6,3,2,0,0,1
ACC-10917,Male,60,Married,Own House,Incomplete Higher,Pensioner,72800.0,2.7,4,1,1,0,1
ACC-10918,Male,56,Married,Rented Apartment,Secondary / Secondary Special,Pensioner,22500.0,2.3,4,0,0,0,0
ACC-10919,Female,63,Married,With Parents,Secondary / Secondary Special,Commercial Associate,111300.0,38.0,3,1,2,2,1
ACC-10920,Male,57,Married,Own House,Secondary / Secondary Special,Pensioner,48900.0,31.2,3,2,2,0,1
ACC-10921,Female,35,Single,Own House,Higher Education,State Servant,100600.0,5.5,2,0,1,0,1
ACC-10922,Male,48,Civil Union,Own House,Higher Education,State Servant,100000.0,17.5,1,1,0,1,1
ACC-10923,Male,38,Married,With Parents,Secondary / Secondary Special,Commercial Associate,93000.0,9.1,3,0,1,1,1
ACC-10924,Female,54,Single,Own House,Secondary / Secondary Special,Working,55900.0,32.9,5,0,0,0,1
ACC-10925,Female,42,Single,Own House,Secondary / Secondary Special,Working,18000.0,20.9,3,3,0,3,0
ACC-10926,Female,31,Married,Own House,Secondary / Secondary Special,Working,52100.0,10.8,1,3,1,0,1
ACC-10927,Female,33,Single,Own House,Higher Education,Commercial Associate,85500.0,11.3,2,1,6,0,1
ACC-10928,Male,24,Married,Rented Apartment,Secondary / Secondary Special,Working,71800.0,3.7,2,1,3,0,0
ACC-10929,Female,42,Married,Own House,Higher Education,Working,94800.0,5.2,3,2,1,0,1
ACC-10930,Female,27,Married,Own House,Secondary / Secondary Special,Working,59000.0,5.9,3,3,1,0,1
ACC-10931,Male,63,Single,With Parents,Higher Education,Working,128600.0,30.6,2,1,6,0,1
ACC-10932,Male,44,Single,Own House,Secondary / Secondary Special,Commercial Associate,65900.0,23.1,1,1,1,0,1
ACC-10933,Female,24,Married,Rented Apartment,Higher Education,Pensioner,21000.0,2.5,4,1,1,1,0
ACC-10934,Female,48,Married,Own House,Secondary / Secondary Special,Commercial Associate,82600.0,2.8,3,0,3,0,0
ACC-10935,Female,35,Separated,Own House,Secondary / Secondary Special,Commercial Associate,106200.0,9.2,1,1,0,0,1
ACC-10936,Female,21,Married,Own House,Secondary / Secondary Special,Commercial Associate,86300.0,0.8,2,2,0,0,1
ACC-10937,Male,23,Married,Rented Apartment,Secondary / Secondary Special,Working,57200.0,1.1,4,2,1,0,0
ACC-10938,Female,34,Civil Union,Own House,Secondary / Secondary Special,Working,70300.0,5.8,4,2,0,1,1
ACC-10939,Male,58,Single,Own House,Secondary / Secondary Special,State Servant,105500.0,22.9,2,0,1,0,1
ACC-10940,Female,21,Single,Own House,Incomplete Higher,Working,45700.0,0.7,1,1,1,0,0
ACC-10941,Male,58,Single,Own House,Secondary / Secondary Special,Working,65700.0,14.6,1,0,1,0,1
ACC-10942,Male,58,Civil Union,Rented Apartment,Higher Education,Commercial Associate,119700.0,5.5,2,0,6,0,0
ACC-10943,Male,41,Married,Own House,Academic Degree,Working,115600.0,19.8,2,3,0,0,1
ACC-10944,Female,49,Married,Rented Apartment,Secondary / Secondary Special,Working,59500.0,21.9,2,1,1,0,1
ACC-10945,Female,25,Married,Own House,Higher Education,Working,80600.0,0.5,2,2,0,0,1
ACC-10946,Female,30,Separated,Rented Apartment,Secondary / Secondary Special,Working,58700.0,7.8,3,0,1,2,0
ACC-10947,Male,48,Single,Own House,Secondary / Secondary Special,Working,76700.0,20.8,1,1,2,0,1
ACC-10948,Male,41,Married,Own House,Secondary / Secondary Special,Working,75400.0,0.7,1,1,1,3,0
ACC-10949,Male,27,Civil Union,Own House,Incomplete Higher,Commercial Associate,126100.0,2.9,2,0,0,0,1
ACC-10950,Male,23,Married,Rented Apartment,Secondary / Secondary Special,State Servant,31200.0,2.0,1,0,1,0,0
ACC-10951,Male,65,Married,Own House,Secondary / Secondary Special,Working,103700.0,20.6,1,0,1,0,1
ACC-10952,Female,40,Married,With Parents,Secondary / Secondary Special,State Servant,60500.0,15.7,2,1,0,0,1
ACC-10953,Male,39,Married,With Parents,Higher Education,Working,88000.0,8.4,3,4,1,1,0
ACC-10954,Female,55,Civil Union,Own House,Secondary / Secondary Special,Working,83900.0,5.8,3,2,1,1,1
ACC-10955,Female,24,Married,Own House,Higher Education,Working,108800.0,3.9,3,4,5,0,0
ACC-10956,Female,25,Single,Own House,Higher Education,Commercial Associate,130400.0,1.6,3,2,3,0,1
ACC-10957,Female,21,Married,Own House,Higher Education,Working,120200.0,0.9,3,2,2,2,0
ACC-10958,Female,24,Married,Rented Apartment,Incomplete Higher,Commercial Associate,79100.0,1.0,2,1,3,0,0
ACC-10959,Male,32,Separated,Rented Apartment,Higher Education,Commercial Associate,135500.0,4.3,5,1,2,1,0
ACC-10960,Female,47,Married,Own House,Secondary / Secondary Special,Commercial Associate,66200.0,12.2,1,1,3,2,0
ACC-10961,Male,62,Married,Own House,Secondary / Secondary Special,Commercial Associate,73300.0,8.5,1,2,0,0,1
ACC-10962,Female,43,Married,Own House,Secondary / Secondary Special,Pensioner,41000.0,10.6,2,0,1,1,1
ACC-10963,Female,45,Single,Own House,Secondary / Secondary Special,Working,53400.0,4.4,5,0,2,0,0
ACC-10964,Female,41,Married,Rented Apartment,Secondary / Secondary Special,Working,66300.0,12.0,5,3,1,0,1
ACC-10965,Female,44,Married,Own House,Secondary / Secondary Special,Commercial Associate,99700.0,16.1,3,0,0,0,1
ACC-10966,Male,45,Married,Rented Apartment,Secondary / Secondary Special,Commercial Associate,94300.0,2.0,2,4,0,0,1
ACC-10967,Female,65,Married,Own House,Incomplete Higher,Working,51500.0,39.3,2,1,0,0,1
ACC-10968,Male,52,Single,Own House,Secondary / Secondary Special,Working,49700.0,6.3,5,0,0,1,1
ACC-10969,Female,52,Married,Own House,Incomplete Higher,Working,46200.0,7.6,3,1,0,0,1
ACC-10970,Male,25,Married,Own House,Secondary / Secondary Special,Working,67000.0,3.5,4,2,1,0,0
ACC-10971,Male,56,Married,Own House,Higher Education,Working,55200.0,17.1,2,0,3,0,1
ACC-10972,Male,62,Married,Rented Apartment,Higher Education,Pensioner,50400.0,21.2,2,2,2,0,1
ACC-10973,Female,62,Civil Union,With Parents,Secondary / Secondary Special,Commercial Associate,69900.0,5.8,4,2,3,0,1
ACC-10974,Female,59,Married,Own House,Secondary / Secondary Special,Working,88200.0,31.5,1,0,3,0,1
ACC-10975,Female,36,Separated,Own House,Secondary / Secondary Special,Commercial Associate,77100.0,10.1,4,0,1,0,1
ACC-10976,Male,53,Married,Own House,Secondary / Secondary Special,State Servant,87100.0,4.9,2,0,0,0,1
ACC-10977,Female,41,Married,With Parents,Incomplete Higher,Working,69100.0,8.2,4,0,0,2,0
ACC-10978,Female,29,Civil Union,Own House,Higher Education,Working,79600.0,7.4,2,0,4,0,1
ACC-10979,Male,26,Married,With Parents,Secondary / Secondary Special,Commercial Associate,70500.0,3.6,3,1,0,0,1
ACC-10980,Female,65,Single,Own House,Secondary / Secondary Special,State Servant,39300.0,5.3,2,0,2,3,0
ACC-10981,Male,55,Separated,Own House,Secondary / Secondary Special,Working,117900.0,13.4,2,2,1,1,1
ACC-10982,Female,59,Married,With Parents,Secondary / Secondary Special,Pensioner,69400.0,9.8,2,0,4,0,0
ACC-10983,Female,42,Married,Own House,Higher Education,Working,103300.0,11.6,5,1,1,0,1
ACC-10984,Male,61,Single,Own House,Secondary / Secondary Special,Working,36300.0,34.7,3,1,2,1,1
ACC-10985,Female,25,Married,Own House,Secondary / Secondary Special,Working,55100.0,2.5,2,2,0,0,1
ACC-10986,Male,62,Married,Own House,Secondary / Secondary Special,Working,43500.0,18.5,4,1,0,1,1
ACC-10987,Female,43,Married,Own House,Secondary / Secondary Special,State Servant,67800.0,20.9,2,0,1,0,1
ACC-10988,Female,37,Married,Rented Apartment,Higher Education,Pensioner,49600.0,10.0,2,2,6,0,0
ACC-10989,Male,32,Single,Rented Apartment,Secondary / Secondary Special,Working,50300.0,7.0,1,0,1,0,1
ACC-10990,Male,43,Married,Own House,Incomplete Higher,Pensioner,25200.0,6.4,4,0,4,0,0
ACC-10991,Male,36,Married,With Parents,Higher Education,State Servant,84700.0,9.9,2,1,2,0,1
ACC-10992,Female,23,Single,Own House,Secondary / Secondary Special,Working,66600.0,1.9,2,2,2,0,0
ACC-10993,Male,50,Married,Own House,Secondary / Secondary Special,Commercial Associate,75300.0,12.2,4,0,1,0,1
ACC-10994,Female,42,Married,Own House,Higher Education,Working,123700.0,21.8,3,1,1,3,1
ACC-10995,Female,29,Single,Own House,Higher Education,Commercial Associate,122800.0,8.0,1,1,0,0,1
ACC-10996,Male,49,Married,Own House,Higher Education,Working,72800.0,21.9,3,3,4,0,1
ACC-10997,Female,57,Single,Municipal Housing,Secondary / Secondary Special,Commercial Associate,87200.0,20.1,4,0,4,1,1
ACC-10998,Male,43,Civil Union,Own House,Academic Degree,Working,94600.0,10.9,1,0,2,0,1
ACC-10999,Female,33,Married,Own House,Secondary / Secondary Special,State Servant,56300.0,2.8,3,1,0,0,1
ACC-11000,Female,52,Married,Own House,Higher Education,State Servant,100500.0,10.1,2,0,0,0,1
ACC-11001,Female,43,Married,Rented Apartment,Higher Education,Working,104600.0,17.9,3,1,5,0,1
ACC-11002,Male,65,Married,With Parents,Secondary / Secondary Special,Working,52100.0,20.7,2,1,0,0,1
ACC-11003,Male,37,Civil Union,Own House,Higher Education,Working,65700.0,15.1,3,2,3,2,0
ACC-11004,Male,60,Civil Union,Own House,Secondary / Secondary Special,Commercial Associate,81900.0,6.3,1,2,1,0,1
ACC-11005,Male,41,Married,Own House,Incomplete Higher,Working,74600.0,10.9,3,3,1,0,1
ACC-11006,Male,22,Single,Own House,Secondary / Secondary Special,Commercial Associate,66000.0,1.5,1,1,3,0,0
ACC-11007,Male,57,Civil Union,Own House,Incomplete Higher,Working,83000.0,19.4,2,4,0,0,1
ACC-11008,Female,26,Separated,Own House,Secondary / Secondary Special,Working,79100.0,5.4,1,0,1,1,0
ACC-11009,Female,64,Married,Own House,Higher Education,Working,75600.0,43.5,3,1,4,0,1
ACC-11010,Female,38,Married,Own House,Secondary / Secondary Special,Working,89900.0,2.5,2,1,2,0,0
ACC-11011,Male,50,Married,Own House,Secondary / Secondary Special,State Servant,90500.0,4.3,2,2,2,0,1
ACC-11012,Male,42,Separated,With Parents,Secondary / Secondary Special,Pensioner,90500.0,3.3,2,1,2,0,1
ACC-11013,Female,53,Married,With Parents,Higher Education,Working,127700.0,22.6,3,2,0,0,1
ACC-11014,Male,50,Married,Own House,Secondary / Secondary Special,Working,45100.0,11.5,2,3,0,0,1
ACC-11015,Male,37,Married,Own House,Secondary / Secondary Special,Working,85300.0,12.6,3,1,1,0,1
ACC-11016,Female,63,Married,Own House,Secondary / Secondary Special,Commercial Associate,99400.0,17.7,1,2,1,2,0
ACC-11017,Male,52,Married,Own House,Incomplete Higher,Working,57300.0,20.3,1,0,1,0,1
ACC-11018,Male,62,Separated,Rented Apartment,Secondary / Secondary Special,Commercial Associate,90000.0,32.4,2,0,2,0,1
ACC-11019,Female,34,Married,Own House,Secondary / Secondary Special,Pensioner,18000.0,7.9,4,4,0,0,0
ACC-11020,Male,30,Married,With Parents,Secondary / Secondary Special,Working,23100.0,5.6,1,1,2,0,0
ACC-11021,Female,56,Married,With Parents,Secondary / Secondary Special,Commercial Associate,42300.0,3.6,1,1,0,0,1
ACC-11022,Male,54,Married,Own House,Secondary / Secondary Special,Working,73600.0,14.3,1,0,0,1,1
ACC-11023,Male,29,Married,Own House,Secondary / Secondary Special,Working,74600.0,5.1,2,0,1,0,1
ACC-11024,Male,62,Married,Own House,Higher Education,Working,84000.0,19.7,2,0,3,0,1
ACC-11025,Female,48,Married,Own House,Higher Education,Working,127900.0,25.3,3,1,0,3,1
ACC-11026,Male,31,Married,Own House,Secondary / Secondary Special,Working,86700.0,10.0,1,0,1,0,1
ACC-11027,Male,34,Married,Own House,Secondary / Secondary Special,Working,29800.0,11.6,1,0,2,0,1
